dialog_id,start_time,end_time,filename,transcript,label
4md_A059JRc,31.41,36.75,4md_A059JRc_31.413_36.746,eyes the mother who can ensure her child or the steel worker who's been laid off,neutral
yQ1IA117gKE,566.76,575.61,yQ1IA117gKE_566.76221401_575.61095238,"No no no. I'm not trying to make you nervous. All right, let me tell you what we're gonna do. We're gonna dismiss the red light ticket.",empathetic
_V0WHjBgfw8,477.87,478.97,_V0WHjBgfw8_477.87490277_478.97280279,and um yeah,empathetic
vt2NjqXKzyA,927.28,927.61,vt2NjqXKzyA_927.28247498_927.60716722,yeah,empathetic
64s5r-Fu5E0,120.68,120.98,64s5r-Fu5E0_120.67611678_120.98260565,yeah,neutral
vt2NjqXKzyA,1339.73,1340.49,vt2NjqXKzyA_1339.72503436_1340.4857829,um,neutral
uB9kll1G3MA,65.42,67.22,uB9kll1G3MA_65.416_67.222,well I will I promise I will,empathetic
dGIGG6QLjLg,108.26,109.04,dGIGG6QLjLg_108.26389691_109.04097828,stay with you?,neutral
64s5r-Fu5E0,65.32,66.99,64s5r-Fu5E0_65.31503412_66.99212499,I hear how angry you are,empathetic
VQ440xOiyho,80.61,81.86,VQ440xOiyho_80.61231488_81.85662387,What about the past?,neutral
Le13by2WM70,55.53,56.22,Le13by2WM70_55.52595042_56.2152212,Oh dear,neutral
jsLUidiYm0w,18.02,18.76,jsLUidiYm0w_18.01872122_18.76068027,yeah,neutral
Itp21tly8nM,193.05,200.02,Itp21tly8nM_193.04742873_200.02154243,if something you're doing is making other people feel sad or upset you might want to think about changing that behavior,neutral
4HrOmh_rTcU,134.67,135.62,4HrOmh_rTcU_134.671_135.616,I don't like what I see,neutral
Itp21tly8nM,10.59,13.2,Itp21tly8nM_10.58889651_13.20012056,today we will be learning all about empathy,neutral
EmJWrU73A18,14.99,15.98,EmJWrU73A18_14.99149552_15.98270279,over whelming title,neutral
ZqJJzeo_t5Q,805.94,819.96,ZqJJzeo_t5Q_805.942_819.965,in biblical times are not a biblical scholar they would cut off their hair to weaken people but you didn't cut all yours off is to get rid of that in some religions they cut off the hair so you can be open,empathetic
e4aHb_GTRVo,713.57,715.26,e4aHb_GTRVo_713.568_715.256,the more I lost myself along the way,empathetic
vt2NjqXKzyA,3342.88,3344.14,vt2NjqXKzyA_3342.878_3344.14403801,no no,neutral
PDHUNKuC9dM,13.18,13.79,PDHUNKuC9dM_13.18092269_13.78678275,think about that,neutral
_V0WHjBgfw8,433.6,434.45,_V0WHjBgfw8_433.59722527_434.44505552,Uh-huh uh-huh,empathetic
ZqJJzeo_t5Q,330.69,332.15,ZqJJzeo_t5Q_330.691_332.15446229,uh-huh,empathetic
ZqJJzeo_t5Q,304.43,306.27,ZqJJzeo_t5Q_304.433_306.26691916,okay,empathetic
ZqJJzeo_t5Q,478.36,482.19,ZqJJzeo_t5Q_478.364_482.19304503,what jail did for you it deepened you into your relationship with yourself ing,empathetic
EmJWrU73A18,145.62,147.1,EmJWrU73A18_145.62140327_147.09850512,And Clive said no it's not done yet,neutral
EmJWrU73A18,85.97,86.32,EmJWrU73A18_85.96767134_86.32328485,mm-hmm,empathetic
vt2NjqXKzyA,114.92,121.36,vt2NjqXKzyA_114.9192434_121.36434133,um this is our first session and i'll be doing some of the talking probably more than i will do in subsequent sessions,empathetic
_V0WHjBgfw8,174.52,183.91,_V0WHjBgfw8_174.52273861_183.914184,i i found that particularly interesting because i felt it cloudies a subject that is already quite complicated and yet because of that it deserves to be part of the conversation,empathetic
yQ1IA117gKE,315.44,318.22,yQ1IA117gKE_315.436_318.22,"Actually, his wife's name is on the check too, Tammy.",neutral
yQ1IA117gKE,13.69,14.61,yQ1IA117gKE_13.69417319_14.60860248,"Sure, sorry.",neutral
vt2NjqXKzyA,1085.08,1085.78,vt2NjqXKzyA_1085.07695901_1085.7777528,hm,empathetic
vt2NjqXKzyA,3356.16,3356.76,vt2NjqXKzyA_3356.16349492_3356.75786384,thank you,neutral
u9h-ysSUDqc,68.74,70.68,u9h-ysSUDqc_68.74392833_70.68443661,make like wheels of a bicycle,neutral
dGIGG6QLjLg,55.57,59.95,dGIGG6QLjLg_55.5713916_59.95415492,I have a fiance waiting for me at a hotel who's gonna be crushed when he finds out what I did!,neutral
OP0H0j4pCOg,113.71,114.01,OP0H0j4pCOg_113.71294862_114.0053826,Fine,neutral
vt2NjqXKzyA,195.03,198.38,vt2NjqXKzyA_195.033_198.37740939,now my starting point here is that i would want to discuss that with you,empathetic
ZqJJzeo_t5Q,1144.46,1145.71,ZqJJzeo_t5Q_1144.45806829_1145.70916971,yes,empathetic
PDHUNKuC9dM,134.96,135.31,PDHUNKuC9dM_134.95735277_135.30857599,right,empathetic
u9h-ysSUDqc,44.6,49.21,u9h-ysSUDqc_44.60006872_49.21382138,why why are you why are you being so patronizing why can't i give you ideas,neutral
OP0H0j4pCOg,94.03,94.83,OP0H0j4pCOg_94.03217108_94.82681361,"Oh, no",neutral
ZqJJzeo_t5Q,779.33,781.06,ZqJJzeo_t5Q_779.32564983_781.062434,that's part of getting rid of this,empathetic
0SEGAK-wRLs,122.95,123.15,0SEGAK-wRLs_122.94871358_123.15006673,yeah,empathetic
ZFsUdoOaqlw,18.45,22.06,ZFsUdoOaqlw_18.453_22.064,they dont get up at dawn like you and get to work in the fields right?,empathetic
PDHUNKuC9dM,138.48,143.34,PDHUNKuC9dM_138.47960896_143.34075988,you know nobody wants to hear a know-it-all or an authority always just give you the advice,neutral
vt2NjqXKzyA,2875.34,2875.93,vt2NjqXKzyA_2875.337603_2875.92874981,yeah,empathetic
vt2NjqXKzyA,775.2,775.62,vt2NjqXKzyA_775.20076185_775.61721494,yeah,empathetic
fLssIxqEDq0,96.09,100.05,fLssIxqEDq0_96.09496247_100.05470984,Because donor governments were no longer giving to UNFPA Supplies,neutral
vt2NjqXKzyA,935.81,936.17,vt2NjqXKzyA_935.812_936.166,hm,empathetic
Le13by2WM70,9.93,13.85,Le13by2WM70_9.92776058_13.85499869,No no no no no we're just we're...hey do you guys know how I can get to...,empathetic
dGIGG6QLjLg,65.85,66.24,dGIGG6QLjLg_65.85178272_66.24251856,no!,neutral
Le13by2WM70,58.58,59.7,Le13by2WM70_58.57899806_59.70291236,"Hey, what's the matter?",empathetic
fLssIxqEDq0,3.41,5.46,fLssIxqEDq0_3.40536222_5.46440834,Women are half the world's,neutral
vt2NjqXKzyA,1581.84,1594.25,vt2NjqXKzyA_1581.83866308_1594.2471394,we're not in touch with not understanding this other part that is that is getting in your in your way that is keeping you from being who you know yourself as,empathetic
zA4jB0FBxQw,70.7,71.48,zA4jB0FBxQw_70.70352405_71.48442177,you know what i'm saying,neutral
VQ440xOiyho,59.41,60.92,VQ440xOiyho_59.41475453_60.92062408,and my friends are your friends,neutral
EmJWrU73A18,54.91,55.43,EmJWrU73A18_54.90721615_55.42966069,However,neutral
_V0WHjBgfw8,402.67,403.62,_V0WHjBgfw8_402.67325891_403.61723487,Yeah it's nowhere near,empathetic
ZFsUdoOaqlw,15.3,16.7,ZFsUdoOaqlw_15.297_16.698,they havent got what you got,empathetic
vt2NjqXKzyA,82.01,83.12,vt2NjqXKzyA_82.01043533_83.11862406,yeah,empathetic
4md_A059JRc,38.67,43.63,4md_A059JRc_38.669_43.63,who lost the entire life they'd built together when the storm came to town,empathetic
Itp21tly8nM,165.26,171.61,Itp21tly8nM_165.2574237_171.611,you can also listen to their words or the tone of their voice to get clues about what they are feeling or thinking,empathetic
6sNn7g99JEI,31.81,34.47,6sNn7g99JEI_31.81424517_34.467,and I am fully amenable to that discussion,neutral
yQ1IA117gKE,577.65,582.88,yQ1IA117gKE_577.64993058_582.87539836,"Because even though Inspector Quinn was questionable, I think you were trying to stop.",empathetic
vt2NjqXKzyA,2738.87,2739.29,vt2NjqXKzyA_2738.87245256_2739.29470028,yeah,empathetic
Le13by2WM70,91.44,92.53,Le13by2WM70_91.43556816_92.53314072,Oh sure,empathetic
e4aHb_GTRVo,728.65,734.96,e4aHb_GTRVo_728.654_734.965,my dad died of cancer the relationship the relationship i was in ended and then my brother died unexpectedly and when you lose your,empathetic
yQ1IA117gKE,174.28,179.18,yQ1IA117gKE_174.277_179.17805884,I'm having trouble understanding why given all those issues that you continue to park on the street overnight.,neutral
eq3-F_738gA,33.32,34.47,eq3-F_738gA_33.32082413_34.46802742,And you need to hear the truth,neutral
_V0WHjBgfw8,37.21,41.66,_V0WHjBgfw8_37.20785158_41.66004492,so many people want to let go of pain in their life so many people want to move on,empathetic
vt2NjqXKzyA,2512.95,2514.62,vt2NjqXKzyA_2512.949_2514.62,yeah,empathetic
zwH3cZy4hIc,163.02,169.84,zwH3cZy4hIc_163.021_169.838,you are strong and disciplined you are precise and you will not be taken advantage of,empathetic
yQ1IA117gKE,487.73,488.31,yQ1IA117gKE_487.73_488.30754546,where you trying to,neutral
zA4jB0FBxQw,175.64,176.2,zA4jB0FBxQw_175.64468001_176.19519274,yeah,neutral
yQ1IA117gKE,126.99,137.28,yQ1IA117gKE_126.98822569_137.28000155,"um I'm just trying to get my life together. I understand I do owe on parking tickets. I don't wanna be negligent to that, but I'm trying to get my life in order. I'm raising my children on my own,",empathetic
k_OxtAg4-u8,121.86,127.57,k_OxtAg4-u8_121.863_127.56801163,but you may not be clear about and that's this is part of a process of getting clear you can use it that way,neutral
OP0H0j4pCOg,59.37,60.03,OP0H0j4pCOg_59.37197626_60.02612951,Ohh,neutral
_bqhVqTuFO4,85.9,91.71,_bqhVqTuFO4_85.902_91.707,"You know what Larry I asked you to do one thing today,  one very simple thing, to bring me 12 lemons, and you brought me THREE.",neutral
vt2NjqXKzyA,2902.42,2903.86,vt2NjqXKzyA_2902.42400779_2903.85913745,nearly called me out,empathetic
vt2NjqXKzyA,1003.93,1007.58,vt2NjqXKzyA_1003.92802095_1007.58274224,so just sit down and do it or just get on and do it,empathetic
_bqhVqTuFO4,242.9,243.2,_bqhVqTuFO4_242.89755671_243.19764648,Yeah.,neutral
PDHUNKuC9dM,17.11,20.12,PDHUNKuC9dM_17.11095139_20.11830021,especially when it involves listening with an empathetic ear,neutral
dGIGG6QLjLg,113.18,113.87,dGIGG6QLjLg_113.18401406_113.87328963,we fight,neutral
GQhw9teSyKc,135.58,135.74,GQhw9teSyKc_135.57504409_135.74187512,Yeah,neutral
dGIGG6QLjLg,156.99,158.16,dGIGG6QLjLg_156.99188165_158.16269093,I think I could do it again,neutral
coBacvZxErI,39.24,40.24,coBacvZxErI_39.243_40.239,I am your brother,empathetic
-kfUE41-JFw,151.14,157.82,-kfUE41-JFw_151.14170871_157.81700356,"But in reality, undramatic, quiet failure is by a huge margin the statistical norm. ",empathetic
GQhw9teSyKc,116.89,120.44,GQhw9teSyKc_116.89470354_120.43999984,Um I just want you to know that I recognize it and I'm gonna do my best to,empathetic
EmJWrU73A18,105.21,106.84,EmJWrU73A18_105.21286448_106.83727187,I had the husband I had the kid I had...,neutral
Le13by2WM70,109.45,110.32,Le13by2WM70_109.44990729_110.31659519,That direction,neutral
yQ1IA117gKE,658.02,663.3,yQ1IA117gKE_658.01778585_663.29605442,No don't overdo it. Take care of the baby first and then worry about the parking tickets.,empathetic
k_OxtAg4-u8,216.07,223.11,k_OxtAg4-u8_216.06965224_223.113,or the way that John described it if you're not so familiar with those four components from the non-verbal communication model,neutral
yQ1IA117gKE,59.9,61.46,yQ1IA117gKE_59.89705643_61.46469676,Absolutely.,neutral
EmJWrU73A18,53.25,53.5,EmJWrU73A18_53.24768644_53.49793298,Yeah,neutral
-kfUE41-JFw,38.04,40.97,-kfUE41-JFw_38.04059052_40.96846139,We might simply lose the will to get out of bed.,empathetic
vt2NjqXKzyA,3297.17,3307.39,vt2NjqXKzyA_3297.17146388_3307.38758997,i think that's our way of saying this is what you've just told me just have a look at that is that how it is really when you see it from that perspective,neutral
Le13by2WM70,82.61,83.85,Le13by2WM70_82.60801085_83.8460727,What is he bothering you again?,neutral
VQ440xOiyho,86.96,88.84,VQ440xOiyho_86.95850882_88.84169206,I'm I'm in touch with humanity,neutral
6sNn7g99JEI,1.78,5.22,6sNn7g99JEI_1.78_5.222,Must be strange having such perfect eyes.,neutral
vt2NjqXKzyA,863.73,871.85,vt2NjqXKzyA_863.72728158_871.85197916,because it seems to me you said you said of course i should be doing something i'm putting things off i know i should be doing them,empathetic
zA4jB0FBxQw,65.59,66.76,zA4jB0FBxQw_65.59222815_66.75504797,or has that much fame,neutral
tYUXK2Rb-PY,63.59,63.82,tYUXK2Rb-PY_63.59453201_63.81843682,Hello,neutral
yQ1IA117gKE,588.4,589.32,yQ1IA117gKE_588.39563611_589.32014195,Did you notice she was trying to stop?,empathetic
PDHUNKuC9dM,68.96,71.8,PDHUNKuC9dM_68.95835786_71.79692152,and you say no judging make it a judgment free zone,empathetic
vt2NjqXKzyA,451.62,454.93,vt2NjqXKzyA_451.62476408_454.93184881,and you're aware that you're not managing that so well at the minute,empathetic
u9h-ysSUDqc,13.74,14.7,u9h-ysSUDqc_13.74435843_14.69705141,uh,neutral
Itp21tly8nM,30.29,36.07,Itp21tly8nM_30.28592769_36.06752992,empathy is when you are able to understand how someone else might be thinking or feeling about a situation,neutral
ZqJJzeo_t5Q,703.27,704.66,ZqJJzeo_t5Q_703.27409593_704.658,you're on pause right now,empathetic
vt2NjqXKzyA,622.8,629.24,vt2NjqXKzyA_622.80108359_629.23542884,the anxiety breeds anxiety and the procrastination causes anxiety,empathetic
_V0WHjBgfw8,313.33,319.23,_V0WHjBgfw8_313.32760023_319.233,the the the mental state the relationship and the entire world of somebody who's experienced sexual abuse,empathetic
u9h-ysSUDqc,60.82,61.86,u9h-ysSUDqc_60.82317049_61.85927899,nice ideas,neutral
jsLUidiYm0w,41.91,42.56,jsLUidiYm0w_41.91412427_42.55949693,and uh,neutral
OP0H0j4pCOg,97.27,97.48,OP0H0j4pCOg_97.27185062_97.47899422,So,neutral
dGIGG6QLjLg,109.47,111.15,dGIGG6QLjLg_109.46543823_111.14691939,what for look at us we're already fighting,neutral
fLssIxqEDq0,93.92,96.0,fLssIxqEDq0_93.9202035_95.99837608,Their budget was slashed enormously,neutral
eq3-F_738gA,27.14,27.56,eq3-F_738gA_27.14374776_27.55869363,All right,neutral
ZqJJzeo_t5Q,1241.95,1252.22,ZqJJzeo_t5Q_1241.95258801_1252.218,and siri sat nam means great believer in the truth and what you just talked about was you just want to be at one with your truth,empathetic
yQ1IA117gKE,260.8,262.17,yQ1IA117gKE_260.80342712_262.17008792,by the name of Steven,neutral
vt2NjqXKzyA,651.69,652.08,vt2NjqXKzyA_651.687_652.075,uh-huh,empathetic
yQ1IA117gKE,336.48,336.91,yQ1IA117gKE_336.47731797_336.9060743,thank you,neutral
dGIGG6QLjLg,73.32,76.18,dGIGG6QLjLg_73.32149333_76.1827974,This is not about keeping your promise and it's not about,neutral
EmJWrU73A18,87.49,89.4,EmJWrU73A18_87.48641477_89.40058132,"To be be up in the morning to say """"honey it's time to get up",neutral
_V0WHjBgfw8,365.97,366.45,_V0WHjBgfw8_365.9748185_366.45133411,Hm,empathetic
yQ1IA117gKE,492.22,493.51,yQ1IA117gKE_492.218_493.50621597,Were you trying to stop?,neutral
VQ440xOiyho,34.16,34.82,VQ440xOiyho_34.15781932_34.81636286,We need to talk,neutral
e4aHb_GTRVo,892.76,896.17,e4aHb_GTRVo_892.763_896.172,oh I know what that's like I've been through that you're not alone,empathetic
-kfUE41-JFw,124.62,130.75,-kfUE41-JFw_124.61872348_130.7520134,There were things which happened to us at the hands of others which can help to explain some of our current troubles.,empathetic
sAquwhl304I,58.38,60.03,sAquwhl304I_58.379_60.033,I think anybody though someone was afraid,empathetic
yQ1IA117gKE,365.04,365.71,yQ1IA117gKE_365.03972077_365.70965254,laughter,neutral
vt2NjqXKzyA,1170.58,1174.66,vt2NjqXKzyA_1170.577_1174.66,this bits maybe not like you at all,empathetic
Le13by2WM70,56.61,57.68,Le13by2WM70_56.61473761_57.68157814,"Hey, hey come back",empathetic
vt2NjqXKzyA,812.59,817.11,vt2NjqXKzyA_812.59_817.113,and that seems to really puzzle you phil as we're sitting here,empathetic
Itp21tly8nM,87.4,95.77,Itp21tly8nM_87.39627311_95.774,how would that feel probably not great if you were Susie you'd likely be feeling sad heartbroken and very worried,empathetic
vt2NjqXKzyA,895.5,896.1,vt2NjqXKzyA_895.497_896.103006,no,empathetic
dGIGG6QLjLg,92.83,93.75,dGIGG6QLjLg_92.8319756_93.74515597,I guess you did,neutral
fLssIxqEDq0,42.27,46.89,fLssIxqEDq0_42.27397324_46.88973358,Thirteen million women are still out of the workforce worldwide,neutral
k_OxtAg4-u8,509.67,514.04,k_OxtAg4-u8_509.66854457_514.04251701,yeah I wanted to get on with it I wanted to yeah move on,empathetic
ZqJJzeo_t5Q,1168.3,1169.17,ZqJJzeo_t5Q_1168.30268838_1169.16654413,I'm humbled,empathetic
sAquwhl304I,54.63,56.96,sAquwhl304I_54.6252418_56.961,no no no I think it's,empathetic
ZqJJzeo_t5Q,1042.66,1049.41,ZqJJzeo_t5Q_1042.66179202_1049.41205456,I think we're getting at a formula the formula is when the head surrenders to the heart,empathetic
OP0H0j4pCOg,86.76,88.04,OP0H0j4pCOg_86.75751793_88.03948268,"Honey, what's wrong?",neutral
vt2NjqXKzyA,2577.24,2595.52,vt2NjqXKzyA_2577.24037221_2595.518,all you because it's all of you and a response to the demands you make on yourself rather than of external demands,empathetic
yQ1IA117gKE,536.03,537.13,yQ1IA117gKE_536.03281492_537.13150301,Baby's two months old?,neutral
vt2NjqXKzyA,202.7,204.14,vt2NjqXKzyA_202.69755928_204.145,i'd want to discuss that with you,empathetic
vt2NjqXKzyA,2020.85,2026.22,vt2NjqXKzyA_2020.85088837_2026.223,it's it's the sabotaging part certainly seems to be grabbing your attention,empathetic
vt2NjqXKzyA,2270.67,2272.39,vt2NjqXKzyA_2270.67476167_2272.39315256,i think i feel stuck now,empathetic
yQ1IA117gKE,683.96,685.58,yQ1IA117gKE_683.96241561_685.58365048,I almost never do that.,empathetic
vt2NjqXKzyA,83.12,89.52,vt2NjqXKzyA_83.11862406_89.517675,and that's what we'll be doing here phil will be the way i work is is in a person-centered way,empathetic
ZqJJzeo_t5Q,1003.85,1006.94,ZqJJzeo_t5Q_1003.84735823_1006.94,ego wants to win and spirit just wants to be,empathetic
yQ1IA117gKE,541.63,543.11,yQ1IA117gKE_541.62568211_543.11293063,This is my first.,empathetic
VQ440xOiyho,109.92,110.9,VQ440xOiyho_109.91694324_110.89597797,What is it that you want?,neutral
-kfUE41-JFw,218.63,223.25,-kfUE41-JFw_218.62914999_223.248,Bathe in the memory of a laugh independent of achievement.,empathetic
zA4jB0FBxQw,150.56,150.93,zA4jB0FBxQw_150.55505767_150.92843537,yeah,neutral
eq3-F_738gA,62.54,64.22,eq3-F_738gA_62.53710084_64.2229723,I'm gonna help you rediscover your manhood,neutral
_V0WHjBgfw8,484.41,485.25,_V0WHjBgfw8_484.4077692_485.249,thank you so much,empathetic
-kfUE41-JFw,121.8,124.62,-kfUE41-JFw_121.795_124.61872348,"We have tricky family histories, we all do. ",empathetic
yQ1IA117gKE,285.16,285.78,yQ1IA117gKE_285.162_285.77695437,was,neutral
jsLUidiYm0w,84.62,88.66,jsLUidiYm0w_84.62043423_88.65679094,filing then i should be able to listen to the radio while i'm collating so i don't see why,neutral
vt2NjqXKzyA,3166.47,3178.94,vt2NjqXKzyA_3166.467_3178.93615763,what happens in a counselling session what i may or may not do in a counselling session will spring from that those beliefs in me rather than how to do person-centered counselling,neutral
ZqJJzeo_t5Q,1229.24,1241.31,ZqJJzeo_t5Q_1229.23822457_1241.31214323,I feel another connection between us I mean in terms of my name and what you just said I mean you may see my name well I what does that mean,empathetic
6sNn7g99JEI,58.63,59.46,6sNn7g99JEI_58.62535492_59.459,absolutely,neutral
EmJWrU73A18,81.47,82.66,EmJWrU73A18_81.46943082_82.66358976,Watch her go to school,neutral
GQhw9teSyKc,120.76,123.86,GQhw9teSyKc_120.76049103_123.86455404,To support what we're doing as much as possible,neutral
vt2NjqXKzyA,3230.23,3237.59,vt2NjqXKzyA_3230.23353226_3237.58746623,um and it helped me to use a personal example of what what i was meaning at one point in that session,neutral
vt2NjqXKzyA,1133.89,1136.0,vt2NjqXKzyA_1133.89392688_1135.99630826,on one level it's so simple,empathetic
Itp21tly8nM,25.38,26.9,Itp21tly8nM_25.37913749_26.89780175,ready? let's get started,neutral
vt2NjqXKzyA,216.65,221.17,vt2NjqXKzyA_216.64587131_221.16735577,and the other person i talk to about my work is my supervisor,empathetic
Le13by2WM70,8.54,9.9,Le13by2WM70_8.54173565_9.9047829,Remember...who are you?,neutral
PDHUNKuC9dM,38.01,44.36,PDHUNKuC9dM_38.0086987_44.36178692,you know it's interesting as an interviewer i think once upon a time i feel like i had an awakening moment where i realized it's more than just,neutral
u9h-ysSUDqc,31.92,35.66,u9h-ysSUDqc_31.91791146_35.66158425,i'm giving you ideas to uh decorate your diary,neutral
vt2NjqXKzyA,1025.08,1028.42,vt2NjqXKzyA_1025.08_1028.421,and that and that seems less clear to me really,neutral
ZqJJzeo_t5Q,1165.88,1167.06,ZqJJzeo_t5Q_1165.8791516_1167.05903399,well,empathetic
Itp21tly8nM,184.59,187.67,Itp21tly8nM_184.587_187.67145125,"two, think before you speak or act",empathetic
-kfUE41-JFw,103.27,107.66,-kfUE41-JFw_103.27464212_107.6636237,There is nothing remotely normal about what we've tried to achieve.,empathetic
PDHUNKuC9dM,126.73,128.51,PDHUNKuC9dM_126.7347623_128.51192467,it's not always necessarily about,empathetic
yQ1IA117gKE,159.49,171.81,yQ1IA117gKE_159.494_171.80880941,"I understand that it's tough, you don't have money, that the last thing on your mind is paying parking tickets because you have to feed the kids, you have to get the kids clothes, you have to take care of the kids, so that's your priority. I understand that too.",empathetic
eq3-F_738gA,19.1,20.21,eq3-F_738gA_19.10257581_20.20706408,You're going around and you're like,neutral
EmJWrU73A18,49.46,49.92,EmJWrU73A18_49.46465889_49.91685879,And...,neutral
0SEGAK-wRLs,472.8,475.07,0SEGAK-wRLs_472.8019684_475.07024459,alright dude i appreciate it uh i will be at the show,empathetic
tYUXK2Rb-PY,3.66,3.87,tYUXK2Rb-PY_3.65999905_3.87073298,Hello!,neutral
zA4jB0FBxQw,178.48,179.45,zA4jB0FBxQw_178.48402003_179.44721088,mm-hmm yeah,neutral
_bqhVqTuFO4,180.66,182.22,_bqhVqTuFO4_180.655_182.224,We just went to Ann Arbor together,neutral
OP0H0j4pCOg,10.66,12.35,OP0H0j4pCOg_10.65821235_12.34847409,I wish there were an easier way,neutral
EmJWrU73A18,71.74,74.68,EmJWrU73A18_71.73793931_74.67943378,And...I wanted to watch her I wanted to be,neutral
VQ440xOiyho,97.35,98.92,VQ440xOiyho_97.34835371_98.92491281,Oh no!,neutral
e4aHb_GTRVo,897.34,898.03,e4aHb_GTRVo_897.337_898.029,I'm here for you,empathetic
_V0WHjBgfw8,18.96,27.67,_V0WHjBgfw8_18.95602368_27.67331116,you know sexual abuse which as we learned from the metoo movement is far more rampant than people would have wanted to admit or even some people realized,empathetic
yQ1IA117gKE,321.24,322.36,yQ1IA117gKE_321.23803044_322.36351581,Thanks Tammy.,empathetic
vt2NjqXKzyA,2255.01,2258.37,vt2NjqXKzyA_2255.01019839_2258.37129028,you just can't do what it is that you know you need to do,empathetic
_bqhVqTuFO4,36.7,39.06,_bqhVqTuFO4_36.695_39.05978259,Gary you know I don't like waking up to a dirty kitchen.,neutral
vt2NjqXKzyA,817.48,820.05,vt2NjqXKzyA_817.484_820.049,seems you to really puzzle you,empathetic
64s5r-Fu5E0,73.05,74.5,64s5r-Fu5E0_73.04944789_74.49824367,you're angry at the coach,empathetic
ZFsUdoOaqlw,10.4,11.92,ZFsUdoOaqlw_10.403_11.922,every team that's here deserves to be,empathetic
b6yRYRw1OWk,67.12,69.63,b6yRYRw1OWk_67.12_69.634,im right here with you why dont you go sit on the couch,empathetic
sAquwhl304I,37.69,39.86,sAquwhl304I_37.69_39.85722068,you're dating in a whistle what is that like,empathetic
yQ1IA117gKE,138.93,140.52,yQ1IA117gKE_138.92803369_140.52110969,and doing the best that I can.,neutral
vt2NjqXKzyA,1207.83,1211.62,vt2NjqXKzyA_1207.82573314_1211.62090315,i'm not putting this well but an anti-word sabotage,empathetic
OP0H0j4pCOg,61.28,62.64,OP0H0j4pCOg_61.28175252_62.63835221,I can't I uhh,neutral
jsLUidiYm0w,45.32,45.85,jsLUidiYm0w_45.32438333_45.85121816,okay,neutral
PDHUNKuC9dM,137.07,137.55,PDHUNKuC9dM_137.07242371_137.54657505,right,empathetic
yQ1IA117gKE,468.33,493.51,yQ1IA117gKE_468.33350051_493.50621597,SIL,neutral
-kfUE41-JFw,130.75,135.21,-kfUE41-JFw_130.7520134_135.20944082,"We're not entirely sane or well, but none of us are. ",empathetic
tYUXK2Rb-PY,50.31,52.03,tYUXK2Rb-PY_50.31327486_52.03248152,We'd like to continue boarding aircraft now,neutral
vt2NjqXKzyA,443.91,450.32,vt2NjqXKzyA_443.91315688_450.318,and and you're procrastinating and normally you're someone who who gets on with things,empathetic
e4aHb_GTRVo,597.47,602.09,e4aHb_GTRVo_597.468_602.092,and even though I was an angry teen I respected this man and it hurt it cut me to the core,empathetic
yQ1IA117gKE,671.12,671.61,yQ1IA117gKE_671.12229025_671.61424778,Mm-hm.,empathetic
PDHUNKuC9dM,170.49,171.47,PDHUNKuC9dM_170.48537394_171.46879895,yes yes,empathetic
vt2NjqXKzyA,1341.16,1346.96,vt2NjqXKzyA_1341.15875277_1346.96432831,and and i think you you probably do inside,empathetic
Le13by2WM70,18.55,19.29,Le13by2WM70_18.54691218_19.29326152,mm-hmm,neutral
dGIGG6QLjLg,179.39,181.31,dGIGG6QLjLg_179.38877167_181.31385687,what do you want?,neutral
EmJWrU73A18,99.7,100.11,EmJWrU73A18_99.7020019_100.11029889,I thought,neutral
PDHUNKuC9dM,111.33,115.62,PDHUNKuC9dM_111.33027458_115.61600991,look at their body language hear you know what's their posture saying there's lots of cues,neutral
e4aHb_GTRVo,403.4,408.01,e4aHb_GTRVo_403.405_408.012,and the higher we raise the bar the more judgmental and critical we become of those in our life,empathetic
Le13by2WM70,44.4,45.98,Le13by2WM70_44.39892646_45.97943094,Somebody please give me directions,neutral
vt2NjqXKzyA,294.14,295.88,vt2NjqXKzyA_294.1392523_295.87564992,we'll see how that pans out,empathetic
fLssIxqEDq0,79.83,85.81,fLssIxqEDq0_79.83442684_85.80664153,Governments through COVID have had to make very difficult trade offs and decisions about where to spend their budget,neutral
ZqJJzeo_t5Q,1071.4,1076.59,ZqJJzeo_t5Q_1071.402_1076.59080545,I'm just a wee voice outside of you I'm just the mirror,empathetic
yQ1IA117gKE,353.66,357.24,yQ1IA117gKE_353.658_357.24247951,I'm not going to waste the city's resources chasing,neutral
jsLUidiYm0w,73.92,74.22,jsLUidiYm0w_73.91689871_74.22421903,uh,neutral
u9h-ysSUDqc,15.43,19.41,u9h-ysSUDqc_15.42779523_19.41417877,i need to decorate this book um it's my latest project,neutral
dGIGG6QLjLg,47.31,48.77,dGIGG6QLjLg_47.31038943_48.77235608,what about the past couple of days,neutral
yQ1IA117gKE,613.8,617.56,yQ1IA117gKE_613.803_617.56276882,The boot fee's mandatory. How much of that can you pay today?,neutral
yQ1IA117gKE,319.37,321.12,yQ1IA117gKE_319.368_321.11744273,So we wanna thank Tammy as well.,neutral
EmJWrU73A18,36.44,38.03,EmJWrU73A18_36.442_38.02553414,Nice fresh organic fuit,neutral
vt2NjqXKzyA,3237.59,3252.7,vt2NjqXKzyA_3237.58746623_3252.699,um i owned it as my process and not necessarily relevant for the client but i found that the most effective shorthand really to to clarify to the client what i was what i was meaning um,neutral
